Pays,Pays_fr,Annee,Population,Densite(P/Km2),Superficie(Km2),Electricite d'origine fossile(TWh),Electricite d'origine nucleaire(TWh),Electricite d'origine renouvelable(TWh),Electricite d'origine fossile / hab(KWh/pers),Electricite d'origine nucleaire / hab(KWh/pers),Electricite d'origine renouvelable / hab(KWh/pers),Part energie renouvelable(%),Part energie fossile(%),Part autres energies(%),Intensite energetique(MJ/$2017 PIB PPA),Emissions CO2(kt),Croissance PIB(%),PIB/habitant($)
Denmark,Danemark,2007,5903878.0,137.0,43094.0,29.01,0.0,10.3,4.913719423063959,0.0,1.7446159964687618,17.69,73.798018,8.511982,2.83,53409.99985,0.909238928,58487.05497
Denmark,Danemark,2008,5903878.0,137.0,43094.0,26.52,0.0,10.1,4.491962740422482,0.0,1.710739957702378,18.54,72.419441,9.040558999999995,2.78,50130.00107,-0.512016745,64322.0635
Denmark,Danemark,2009,5903878.0,137.0,43094.0,26.32,0.0,10.06,4.458086701656098,0.0,1.7039647499491013,19.33,72.347443,8.322557000000003,2.78,47930.00031,-4.90654773,58163.27688
Denmark,Danemark,2010,5903878.0,137.0,43094.0,26.44,0.0,12.43,4.4784123249159284,0.0,2.1053958093307483,21.2,68.02161,10.778390000000005,2.89,48119.99893,1.870991147,58041.39844
Denmark,Danemark,2011,5903878.0,137.0,43094.0,21.05,0.0,14.17,3.5654530801618867,0.0,2.400117346598287,23.83,59.767178,16.402822,2.64,43099.99847,1.336777767,61753.64713
Denmark,Danemark,2012,5903878.0,137.0,43094.0,15.86,0.0,14.84,2.686369874174229,0.0,2.513602076465672,26.93,51.66124,21.40876,2.53,38220.00122,0.226499792,58507.50805
Denmark,Danemark,2013,5903878.0,137.0,43094.0,18.78,0.0,15.96,3.1809600401634315,0.0,2.703307893557421,27.05,54.058723,18.891277,2.5,39959.99908,0.933340972,61191.1937
Denmark,Danemark,2014,5903878.0,137.0,43094.0,14.2,0.0,17.99,2.405198752413244,0.0,3.047149687036216,30.18,44.113075,25.706925,2.32,35819.99969,1.619393811,62548.98473
Denmark,Danemark,2015,5903878.0,137.0,43094.0,10.0,0.0,18.93,1.6938019383191862,0.0,3.2063670692382193,32.89,34.566190000000006,32.54380999999999,2.27,33700.00076,2.342591108,53254.85637
Denmark,Danemark,2016,5903878.0,137.0,43094.0,12.16,0.0,18.39,2.0596631569961303,0.0,3.1149017645689834,32.17,39.8036,28.026399999999995,2.25,35319.99969,3.245956985,54663.99837
Denmark,Danemark,2017,5903878.0,137.0,43094.0,9.23,0.0,21.8,1.5633791890686088,0.0,3.6924882255358256,35.2,29.745410000000007,35.05458999999999,2.19,33130.00107,2.821736341,57610.09818
Denmark,Danemark,2018,5903878.0,137.0,43094.0,9.61,0.0,20.75,1.627743662724738,0.0,3.5146390220123114,34.67,31.653496000000004,33.676503999999994,2.14,33130.00107,1.989537315,61591.92887
Denmark,Danemark,2019,5903878.0,137.0,43094.0,6.44,0.0,23.07,1.090808448277556,0.0,3.9076010717023624,37.52,21.82311,40.65689,2.0,29700.00076,2.114664208,59775.7351
Estonia,Estonie,2000,1402068.0,31.0,45228.0,8.5,0.0,0.01,6.062473432101724,0.0,0.007132321684825558,19.83,99.88249119,-19.712491189999994,7.95,14920.0,10.08763444,4070.609024
Estonia,Estonie,2001,1402068.0,31.0,45228.0,8.47,0.0,0.02,6.041076467047247,0.0,0.014264643369651116,18.93,99.76442873,-18.694428730000006,7.83,15380.0,6.003674251,4505.858332
Estonia,Estonie,2002,1402068.0,31.0,45228.0,8.5,0.0,0.03,6.062473432101724,0.0,0.021396965054476674,19.41,99.6483001,-19.0583001,7.01,14949.99981,6.77136793,5341.628947
Estonia,Estonie,2003,1402068.0,31.0,45228.0,10.11,0.0,0.05,7.2107772233586385,0.0,0.035661608424127786,19.82,99.507874,-19.327874,7.21,16940.00053,7.600265185,7203.523038
Estonia,Estonie,2004,1402068.0,31.0,45228.0,10.25,0.0,0.06,7.310629726946197,0.0,0.04279393010895335,19.97,99.41804075,-19.388040750000002,6.88,17020.00046,6.804007771,8914.103557
Estonia,Estonie,2005,1402068.0,31.0,45228.0,10.09,0.0,0.11,7.196512579988988,0.0,0.07845553853308114,18.85,98.9215686,-17.771568600000002,6.18,17229.99954,9.526426972,10412.64431
Estonia,Estonie,2006,1402068.0,31.0,45228.0,9.6,0.0,0.13,6.847028817432536,0.0,0.09272018190273225,17.18,98.6639259,-15.843925899999995,5.49,15979.99954,9.76558337,12639.40007
Estonia,Estonie,2007,1402068.0,31.0,45228.0,12.04,0.0,0.14,8.587315308529972,0.0,0.0998525035875578,18.56,98.8505747,-17.410574699999994,5.71,19979.99954,7.57914052,16744.58445
Estonia,Estonie,2008,1402068.0,31.0,45228.0,10.38,0.0,0.2,7.403349908848929,0.0,0.14264643369651114,20.29,98.1096408,-18.399640799999993,5.81,18399.99962,-5.132000958,18204.96648
Estonia,Estonie,2009,1402068.0,31.0,45228.0,8.24,0.0,0.54,5.877033068296259,0.0,0.3851453709805801,24.13,93.8496575,-17.979657500000005,6.02,15050.00019,-14.62905503,14711.73527
Estonia,Estonie,2010,1402068.0,31.0,45228.0,11.92,0.0,1.05,8.501727448312066,0.0,0.7488937769066836,25.35,91.904395,-17.254394999999995,6.77,19000.0,2.444265118,14663.04461
Estonia,Estonie,2011,1402068.0,31.0,45228.0,11.71,0.0,1.18,8.351948692930728,0.0,0.8416139588094158,24.98,90.845617,-15.825617000000005,6.3,18170.00008,7.263084581,17464.92008
Estonia,Estonie,2012,1402068.0,31.0,45228.0,10.49,0.0,1.47,7.48180544738201,0.0,1.048451287669357,24.88,87.70903,-12.589029999999998,6.0,16889.99939,3.228200494,17404.2008
Estonia,Estonie,2013,1402068.0,31.0,45228.0,12.05,0.0,1.23,8.594447630214797,0.0,0.8772755672335436,24.43,90.737951,-15.167950999999995,6.54,19319.99969,1.458428636,19050.58592
Estonia,Estonie,2014,1402068.0,31.0,45228.0,11.06,0.0,1.39,7.888347783417067,0.0,0.9913927141907525,25.3,88.835341,-14.135341,6.02,17940.00053,3.011366587,20234.11742
Estonia,Estonie,2015,1402068.0,31.0,45228.0,8.59,0.0,1.56,6.126664327265154,0.0,1.112642182832787,28.16,84.630541,-12.790540999999994,5.59,15539.99996,1.853020046,17395.04062
Estonia,Estonie,2016,1402068.0,31.0,45228.0,10.58,0.0,1.59,7.54599634254544,0.0,1.1340391478872636,27.24,86.935086,-14.175085999999997,5.94,15989.99977,3.155564814,18282.92339
Estonia,Estonie,2017,1402068.0,31.0,45228.0,11.3,0.0,1.86,8.05952350385288,0.0,1.3266118333775536,27.53,85.86626150000001,-13.396261500000008,5.36,16709.99908,5.792044675,20387.28315
Estonia,Estonie,2018,1402068.0,31.0,45228.0,10.38,0.0,1.99,7.403349908848929,0.0,1.419332015280286,28.59,83.912691,-12.502690999999995,5.54,15319.99969,4.133819798,23052.30126
Estonia,Estonie,2019,1402068.0,31.0,45228.0,5.47,0.0,2.14,3.90137996159958,0.0,1.5263168405526693,31.29,71.879105,-3.1691049999999947,4.49,10180.00031,4.096342644,23397.12001
Finland,Finlande,2000,6086610.0,18.0,338145.0,23.93,22.48,23.38,3.9315809621447735,3.6933531144594447,3.8412186750917177,31.68,34.288579999999996,34.031420000000004,6.57,55100.0,5.773362458,24285.46682
Finland,Finlande,2001,6086610.0,18.0,338145.0,29.98,22.77,21.54,4.925566119728387,3.7409986839965104,3.5389157511324036,29.25,40.355366,30.394634000000003,6.57,61090.0,2.610019124,24946.18919
Finland,Finlande,2002,6086610.0,18.0,338145.0,32.6,22.3,19.83,5.356019196235671,3.66378000233299,3.2579711859310847,29.52,43.623714,26.856286,6.79,63439.99863,1.707148962,26869.6749
Finland,Finlande,2003,6086610.0,18.0,338145.0,42.29,22.73,19.06,6.948038399043146,3.7344268813017427,3.131463984056807,28.35,50.297337,21.352663,7.02,71709.99908,2.003784203,32855.13263
Finland,Finlande,2004,6086610.0,18.0,338145.0,37.25,22.72,25.63,6.119991259502416,3.7327839306280506,4.2108825766724,31.1,43.516354,25.383646,6.83,67680.00031,3.99209129,37702.84538
Finland,Finlande,2005,6086610.0,18.0,338145.0,23.6,23.27,23.46,3.87736358991294,3.8231462176811064,3.854362280481253,31.52,33.55609,34.92391000000001,6.13,55459.99908,2.779850556,39040.28888
Finland,Finlande,2006,6086610.0,18.0,338145.0,36.68,22.91,22.46,6.0263430711019765,3.763999993428197,3.690067213112061,31.25,44.70445,24.04555,6.41,67019.99664,4.027409658,41188.0937
Finland,Finlande,2007,6086610.0,18.0,338145.0,33.18,23.42,24.32,5.451310335309803,3.8477904777864853,3.9956560384187587,31.8,41.00346,27.196540000000002,6.0,65099.99847,5.299336507,48414.84509
Finland,Finlande,2008,6086610.0,18.0,338145.0,26.25,22.96,27.77,4.3127455184413,3.772214746796657,4.5624740208424726,34.61,34.09977000000001,31.290229999999994,5.71,56659.99985,0.783995061,53554.03892
Finland,Finlande,2009,6086610.0,18.0,338145.0,26.55,23.53,21.7,4.362034038652058,3.8658629351970966,3.5652029619114747,32.46,36.988018,30.551982000000002,5.86,54180.00031,-8.074447432,47293.99283
Finland,Finlande,2010,6086610.0,18.0,338145.0,33.36,22.8,24.18,5.480883447436257,3.7459275360175863,3.9726547289870715,33.43,41.52352,25.046480000000003,6.22,62529.99878,3.185958654,46459.97325
Finland,Finlande,2011,6086610.0,18.0,338145.0,25.84,23.19,24.18,4.245384540819931,3.810002612291571,3.9726547289870715,35.14,35.29572,29.564279999999997,5.83,55119.99893,2.547664838,51081.99767
Finland,Finlande,2012,6086610.0,18.0,338145.0,18.54,22.99,28.56,3.0460305490248265,3.777143598817733,4.692267124064134,38.72,26.451700000000002,34.8283,5.71,49409.99985,-1.397545728,47710.79022
Finland,Finlande,2013,6086610.0,18.0,338145.0,21.74,23.61,25.63,3.5717747646062423,3.879006540586632,4.2108825766724,38.52,30.628349999999998,30.85165,5.67,50189.99863,-0.901696316,49878.04324
Finland,Finlande,2014,6086610.0,18.0,338145.0,17.95,23.58,26.28,2.949096459277003,3.8740776885655563,4.317674370462376,41.25,26.471016000000006,32.278983999999994,5.81,46159.99985,-0.364908157,50260.29986
Finland,Finlande,2015,6086610.0,18.0,338145.0,14.58,23.25,30.53,2.395422082242825,3.8198603163337226,5.015928406781443,43.23,21.32826,35.44174,5.5,42819.99969,0.543659212,42784.69836
Finland,Finlande,2016,6086610.0,18.0,338145.0,14.87,23.2,30.41,2.4430676517798906,3.8116455629652632,4.99621299869714,42.4,21.714370000000002,35.88563,5.55,45700.00076,2.811457767,43784.28396
Finland,Finlande,2017,6086610.0,18.0,338145.0,13.17,22.48,31.48,2.163766037252264,3.6933531144594447,5.172008720782176,44.48,19.618645,35.901355,5.34,43020.00046,3.19240963,46297.49635
Finland,Finlande,2018,6086610.0,18.0,338145.0,15.05,22.79,32.14,2.472640763906345,3.744284585343894,5.280443465245843,44.17,21.506150000000005,34.32384999999999,5.37,44580.00183,1.141947509,49964.49991
Finland,Finlande,2019,6086610.0,18.0,338145.0,12.63,23.87,31.88,2.0750467008728997,3.921723258102622,5.237726747729853,45.76,18.470309999999998,35.769690000000004,5.19,40709.99908,1.220754143,48628.64176
France,France,2000,76612319.0,119.0,643801.0,50.61,415.16,67.83,0.6605987217277681,5.418971849683861,0.8853667515272576,9.32,9.484629999999996,81.19537,4.36,373120.0,3.923669227,22364.02939
France,France,2001,76612319.0,119.0,643801.0,46.48,421.08,76.09,0.6066909422230125,5.496244017884382,0.9931823105367689,9.46,8.549620000000004,81.99037999999999,4.42,376730.0,1.983721419,22433.55498
France,France,2002,76612319.0,119.0,643801.0,52.67,436.76,62.69,0.6874873478245711,5.700910841766844,0.8182757135963995,8.73,9.539590000000004,81.73040999999999,4.38,371019.989,1.135531482,24177.33556
France,France,2003,76612319.0,119.0,643801.0,57.38,441.07,61.47,0.7489657113759994,5.757168112872291,0.8023513816361569,8.91,10.247889999999998,80.84211,4.45,376709.9915,0.823160757,29568.3888
France,France,2004,76612319.0,119.0,643801.0,56.53,448.24,62.42,0.7378708899282894,5.850756194966504,0.8147514761953623,8.95,9.966674999999995,81.083325,4.39,377790.0085,2.829752929,33741.26192
France,France,2005,76612319.0,119.0,643801.0,63.35,451.53,54.98,0.8268905161322685,5.8936996803346995,0.7176391567001125,8.66,11.11676,80.22324,4.34,380660.0037,1.66321998,34760.18502
France,France,2006,76612319.0,119.0,643801.0,56.9,450.19,60.91,0.7427004004408221,5.876209020640662,0.7950418522117834,8.52,10.017610000000005,81.46239,4.17,371549.9878,2.449323601,36443.62631
France,France,2007,76612319.0,119.0,643801.0,58.18,439.73,64.3,0.7594078962679618,5.739677453178254,0.8392906106914738,9.46,10.34845,80.19155,4.02,362829.9866,2.424736243,41508.43269
France,France,2008,76612319.0,119.0,643801.0,55.57,439.45,72.33,0.7253402680579346,5.736022688466067,0.9441040415445459,10.6,9.794655000000006,79.605345,4.03,357989.9902,0.25494596,45334.11796
France,France,2009,76612319.0,119.0,643801.0,51.32,409.74,68.15,0.6698661608193847,5.348226047040816,0.8895436254840425,11.32,9.697479999999999,78.98252,3.97,343730.011,-2.873313828,41575.42196
France,France,2010,76612319.0,119.0,643801.0,57.63,428.52,76.68,0.7522288941547377,5.593356337379632,1.0008834218945912,11.99,10.239329999999995,77.77067000000001,4.02,347779.9988,1.949437623,40638.33525
France,France,2011,76612319.0,119.0,643801.0,58.99,442.39,66.02,0.7699806084710737,5.774397717944029,0.8617413082091927,10.66,10.396550000000005,78.94345,3.85,335140.0146,2.192700633,43790.72602
France,France,2012,76612319.0,119.0,643801.0,56.42,425.41,85.25,0.7364350895056446,5.5527623436121285,1.1127453275497379,12.34,9.949219999999997,77.71078,3.84,338420.0134,0.313134751,40874.70039
France,France,2013,76612319.0,119.0,643801.0,53.35,423.68,99.42,0.6963632049827392,5.53018111878326,1.297702527448621,13.42,9.254930000000002,77.32507,3.83,338559.9976,0.576326675,42592.93539
France,France,2014,76612319.0,119.0,643801.0,35.68,436.48,94.03,0.4657214461815208,5.697256077054657,1.2273483067390245,13.2,6.301770000000005,80.49822999999999,3.65,306100.0061,0.956183052,43011.2631
France,France,2015,76612319.0,119.0,643801.0,44.65,437.43,91.84,0.5828044442826485,5.7096561716138625,1.1987628255972775,13.34,7.779830000000004,78.88016999999999,3.66,311299.9878,1.112912341,36638.18493
France,France,2016,76612319.0,119.0,643801.0,56.45,403.2,99.0,0.7368266714390932,5.262861185549024,1.2922203803803407,14.24,10.10472,75.65528,3.56,313920.0134,1.095464404,37037.37419
France,France,2017,76612319.0,119.0,643801.0,65.09,398.36,92.63,0.8496022682722866,5.199685966952652,1.2090744831780904,14.12,11.705153999999993,74.174846,3.47,317829.9866,2.291419994,38685.25849
France,France,2018,76612319.0,119.0,643801.0,49.27,412.94,113.62,0.6431080620337312,5.389994786608665,1.4830513092809525,15.21,8.556349999999995,76.23365000000001,3.4,307049.9878,1.865066071,41572.48501
France,France,2019,76612319.0,119.0,643801.0,53.5,399.01,113.21,0.698321114649982,5.208170242177371,1.477699689523822,15.53,9.456980000000001,75.01302,3.29,300519.989,1.842971814,40578.64429
Germany,Allemagne,2000,85685280.0,240.0,357022.0,367.22,169.61,35.47,4.285683608666506,1.9794531802895434,0.4139567496307417,3.7,64.16564600000001,32.13435399999999,4.0,830280.0,2.912502964,23635.92922
Germany,Allemagne,2001,85685280.0,240.0,357022.0,372.69,171.3,37.9,4.349521878203584,1.9991765213348196,0.44231634651832846,3.9,64.048187,32.051813,4.05,847680.0,1.681468481,23607.88286
Germany,Allemagne,2002,85685280.0,240.0,357022.0,372.64,164.84,44.48,4.348938347403428,1.9237843419546508,0.519108999818872,4.41,64.03189499999999,31.55810500000001,3.97,833380.0049,-0.197973835,25077.72908
Germany,Allemagne,2003,85685280.0,240.0,357022.0,390.81,165.06,46.67,4.560993440180157,1.9263518774753376,0.5446676488657095,5.44,64.860424,29.699576000000004,3.99,836789.978,-0.700116686,30243.57653
Germany,Allemagne,2004,85685280.0,240.0,357022.0,385.24,167.07,57.97,4.4959881090427665,1.949809815641613,0.6765456097009895,6.34,63.125126,30.534874,3.97,821070.0073,1.175088132,34044.05363
Germany,Allemagne,2005,85685280.0,240.0,357022.0,386.96,163.05,63.4,4.516061568568137,1.9028939393090623,0.7399170545979427,7.28,63.083416,29.636584,3.92,802380.0049,0.731707164,34507.36881
Germany,Allemagne,2006,85685280.0,240.0,357022.0,390.03,167.27,72.51,4.551890359697722,1.9521439388422375,0.8462363663863851,8.59,61.9282,29.481800000000003,3.89,814409.9731,3.816441913,36323.44774
Germany,Allemagne,2007,85685280.0,240.0,357022.0,402.4,140.53,89.38,4.696255879656342,1.640071666918752,1.0431196583590554,10.47,63.63967,25.89033,3.58,783799.9878,2.976455131,41587.2129
Germany,Allemagne,2008,85685280.0,240.0,357022.0,390.43,148.49,94.28,4.556558606098971,1.732969770303604,1.1003056767743538,10.25,61.659824,28.090176,3.59,789690.0024,0.959879134,45427.15168
Germany,Allemagne,2009,85685280.0,240.0,357022.0,358.07,134.93,95.94,4.178897472237939,1.574716217301268,1.1196788993395366,10.72,60.799065,28.480935000000002,3.56,734809.9976,-5.693836336,41485.90165
Germany,Allemagne,2010,85685280.0,240.0,357022.0,378.9,140.56,105.18,4.421996403582972,1.6404217853988456,1.227515391208385,11.61,60.65894,27.73106,3.6,773070.0073,4.179882499,41531.9342
Germany,Allemagne,2011,85685280.0,240.0,357022.0,373.16,107.97,124.04,4.355007067725052,1.2600764098570956,1.4476232090272683,12.54,61.66201,25.79799,3.28,746479.9805,3.925192705,46644.77603
Germany,Allemagne,2012,85685280.0,240.0,357022.0,377.89,99.46,143.04,4.410209081419819,1.1607594676705264,1.6693649130865884,13.64,60.911686,25.448313999999996,3.29,760130.0049,0.418497594,43858.36306
Germany,Allemagne,2013,85685280.0,240.0,357022.0,381.52,97.29,152.34,4.452573417511153,1.1354342309437513,1.7779016419156242,13.63,60.44839,25.921609999999994,3.35,776150.0244,0.437591303,46285.76407
Germany,Allemagne,2014,85685280.0,240.0,357022.0,360.28,97.13,162.54,4.204689533604839,1.1335669323832518,1.89694192514747,14.02,58.11436,27.865640000000003,3.13,736010.0098,2.209543431,47959.99327
Germany,Allemagne,2015,85685280.0,240.0,357022.0,359.99,91.79,188.79,4.2013050549639335,1.0712458429265797,2.2032955952294255,14.55,56.19839,29.251609999999996,3.1,742309.9976,1.491931528,41086.72967
Germany,Allemagne,2016,85685280.0,240.0,357022.0,368.67,84.63,189.67,4.302606001871033,0.9876842323442253,2.213565737312173,14.24,57.3386,28.4214,3.04,747150.0244,2.229999868,42107.51727
Germany,Allemagne,2017,85685280.0,240.0,357022.0,353.37,76.32,216.32,4.1240455770232645,0.8907014133582805,2.5245876537953778,15.22,54.70039,30.079610000000002,2.98,732200.0122,2.680231114,44542.2952
Germany,Allemagne,2018,85685280.0,240.0,357022.0,334.65,76.0,222.07,3.9055716454448186,0.8869668162372814,2.59169369581333,16.12,52.890694,30.989305999999996,2.87,707700.0122,1.086024514,47950.18081
Germany,Allemagne,2019,85685280.0,240.0,357022.0,284.09,75.07,240.33,3.315505300326964,0.8761131433543778,2.8047991440303397,17.17,47.388615,35.441385,2.76,657400.0244,1.055508247,46794.89929
Greece,Grèce,2000,10688517.0,81.0,131957.0,49.28,0.0,4.14,4.610555421299325,0.0,0.3873315633964936,7.82,92.2500935,-0.0700935000000058,3.6,94460.0,3.919770905,12042.95371
Greece,Grèce,2001,10688517.0,81.0,131957.0,50.14,0.0,2.94,4.6910156011353115,0.0,0.2750615450206984,7.11,94.4611907,-1.5711907000000034,3.58,96610.0,4.131611969,12538.17887
Greece,Grèce,2002,10688517.0,81.0,131957.0,50.37,0.0,3.58,4.712534021324006,0.0,0.3349388881544558,7.33,93.3642263,-0.6942262999999986,3.48,96599.99847,3.922872114,14110.31337
Greece,Grèce,2003,10688517.0,81.0,131957.0,52.01,0.0,5.89,4.86596971310426,0.0,0.5510586735278618,7.6,89.82728900000001,2.572710999999993,3.39,100220.0012,5.794530776,18477.57836
Greece,Grèce,2004,10688517.0,81.0,131957.0,52.89,0.0,5.91,4.948301059913176,0.0,0.5529298405007916,7.85,89.948979,2.201021000000006,3.29,99839.99634,5.060992902,21955.10414
Greece,Grèce,2005,10688517.0,81.0,131957.0,53.02,0.0,6.41,4.960463645237221,0.0,0.5997090148240397,8.01,89.214202,2.775798,3.33,101949.9969,0.59914188,22551.73577
Greece,Grèce,2006,10688517.0,81.0,131957.0,52.5,0.0,7.67,4.9118133039410425,0.0,0.7175925341186247,8.51,87.252784,4.237215999999995,3.15,100699.9969,5.652433708,24801.15778
Greece,Grèce,2007,10688517.0,81.0,131957.0,58.12,0.0,4.59,5.4376112233343505,0.0,0.42943282028741686,8.05,92.680593,-0.7305930000000025,3.04,104309.9976,3.273746933,28827.32639
Greece,Grèce,2008,10688517.0,81.0,131957.0,57.17,0.0,5.75,5.348730792120179,0.0,0.5379605047173522,8.32,90.861411,0.8185889999999958,3.07,100410.0037,-0.335172558,31997.28202
Greece,Grèce,2009,10688517.0,81.0,131957.0,52.91,0.0,8.16,4.950172226886106,0.0,0.7634361249554078,9.19,86.638284,4.171716000000002,3.11,94739.99786,-4.300733458,29710.97023
Greece,Grèce,2010,10688517.0,81.0,131957.0,46.85,0.0,10.53,4.38320863408834,0.0,0.9851694112476034,11.37,81.648659,6.981341000000006,3.09,87580.00183,-5.478627432,26690.60742
Greece,Grèce,2011,10688517.0,81.0,131957.0,51.04,0.0,8.15,4.775218114917158,0.0,0.7625005414689427,11.38,86.2307825,2.3892174999999956,3.33,84550.00305,-10.14931483,25450.53412
Greece,Grèce,2012,10688517.0,81.0,131957.0,50.62,0.0,10.13,4.7359236084856295,0.0,0.9477460717890049,14.17,83.325104,2.504896000000004,3.55,80089.99634,-7.086696786,21914.25173
Greece,Grèce,2013,10688517.0,81.0,131957.0,42.76,0.0,14.36,4.000554988124171,0.0,1.3434978865636833,16.61,74.859943,8.530057,3.21,72480.00336,-2.515997222,21781.59535
Greece,Grèce,2014,10688517.0,81.0,131957.0,38.17,0.0,12.18,3.571122167836754,0.0,1.1395406865143218,16.41,75.809334,7.780665999999993,3.16,69550.00305,0.475695947,21587.95755
Greece,Grèce,2015,10688517.0,81.0,131957.0,36.98,0.0,14.85,3.459787732947424,0.0,1.3893414774004662,17.47,71.34864,11.181359999999998,3.18,68010.00214,-0.19608763,18076.60676
Greece,Grèce,2016,10688517.0,81.0,131957.0,39.52,0.0,14.89,3.697425938509524,0.0,1.3930838113463262,16.41,72.633707,10.956292999999999,3.13,66849.99847,-0.487173294,17911.79938
Greece,Grèce,2017,10688517.0,81.0,131957.0,41.38,0.0,13.8,3.8714444669920063,0.0,1.2911052113216455,16.38,74.990938,8.629062000000001,3.14,66800.00305,1.09214912,18536.19072
Greece,Grèce,2018,10688517.0,81.0,131957.0,37.11,0.0,16.14,3.4719503182714684,0.0,1.5100317471544462,17.86,69.69014200000001,12.449857999999992,3.0,65019.99664,1.668428636,19747.34258
Greece,Grèce,2019,10688517.0,81.0,131957.0,32.48,0.0,16.1,3.0387751640381913,0.0,1.5062894132085864,18.51,66.85879,14.63121,2.9,60000.0,1.803595256,19133.75776
Hungary,Hongrie,2000,9953996.0,107.0,93028.0,20.77,14.18,0.24,2.086599190917899,1.4245535159949834,0.024110919875796614,5.17,59.02245,35.80755,5.28,54630.0,4.479193809,4624.281657
Hungary,Hongrie,2001,9953996.0,107.0,93028.0,22.03,14.13,0.26,2.213181520265831,1.4195304076875257,0.026120163198779665,5.12,60.48874,34.39126,5.2,56280.0,4.074091517,5276.033189
Hungary,Hongrie,2002,9953996.0,107.0,93028.0,21.97,13.95,0.23,2.2071537902968816,1.4014472177806783,0.02310629821430509,5.17,60.77455,34.05545,4.96,55599.99847,4.74128193,6655.333009
Hungary,Hongrie,2003,9953996.0,107.0,93028.0,22.79,11.01,0.33,2.2895327665391867,1.1060884493021697,0.033152514829220346,5.01,66.7741,28.215899999999998,4.87,58189.99863,4.084523338,8421.103313
Hungary,Hongrie,2004,9953996.0,107.0,93028.0,20.86,11.91,0.94,2.0956407858713226,1.196504398836407,0.0944344361802034,4.63,61.880745,33.489255,4.63,56349.99847,5.000448324,10303.70419
Hungary,Hongrie,2005,9953996.0,107.0,93028.0,20.05,13.83,1.87,2.0142664312905088,1.38939175784278,0.1878642506989153,7.29,56.083916,36.626084,4.78,55919.99817,4.295278477,11225.93258
Hungary,Hongrie,2006,9953996.0,107.0,93028.0,20.9,13.46,1.49,2.0996592725172887,1.3522207563675934,0.1496886275622373,7.86,58.298466,33.841534,4.55,55459.99908,3.947769723,11493.10041
Hungary,Hongrie,2007,9953996.0,107.0,93028.0,23.4,14.68,1.88,2.35081468789017,1.4747845990695596,0.1888688723604068,9.0,58.55856,32.44144,4.45,53849.99847,0.276980757,13944.97101
Hungary,Hongrie,2008,9953996.0,107.0,93028.0,22.85,14.82,2.35,2.295560496508136,1.488849302330441,0.23608609045050852,8.96,57.09645,33.94355,4.35,53009.99832,1.006464779,15777.19202
Hungary,Hongrie,2009,9953996.0,107.0,93028.0,17.59,15.43,2.89,1.7671295025635936,1.550131223681424,0.2903356601710509,12.29,48.98357,38.72643,4.43,47840.00015,-6.595474129,13081.79264
Hungary,Hongrie,2010,9953996.0,107.0,93028.0,18.59,15.76,3.02,1.867591668712746,1.5832837385106444,0.30339574177044076,13.46,49.74578,36.794219999999996,4.54,47880.00107,1.083118668,13223.083
Hungary,Hongrie,2011,9953996.0,107.0,93028.0,17.62,15.69,2.71,1.7701433675480682,1.5762513868802037,0.27225247026420346,14.74,48.91727,36.342729999999996,4.36,46909.99985,1.860155072,14240.2575
Hungary,Hongrie,2012,9953996.0,107.0,93028.0,16.19,15.79,2.64,1.6264824699547802,1.5862976034951188,0.26522011863376277,16.47,46.764874,36.765126,4.21,43430.00031,-1.257749507,12989.18028
Hungary,Hongrie,2013,9953996.0,107.0,93028.0,12.1,15.37,2.78,1.215592210404746,1.544103493712475,0.2792848218946441,17.18,40.0,42.82,4.0,40759.99832,1.806363928,13719.95054
Hungary,Hongrie,2014,9953996.0,107.0,93028.0,10.54,15.65,3.16,1.058871231212068,1.5722329002342377,0.3174604450313221,15.72,35.911415000000005,48.368584999999996,3.83,40630.00107,4.223725539,14298.83367
Hungary,Hongrie,2015,9953996.0,107.0,93028.0,11.24,15.83,3.22,1.1291947475164748,1.590316090141085,0.32348817500027127,15.6,37.107964,47.292035999999996,3.9,43380.00107,3.703259936,12720.71202
Hungary,Hongrie,2016,9953996.0,107.0,93028.0,12.51,16.05,3.25,1.2567816985258986,1.6124177666938986,0.3265020399847458,15.34,39.32726,45.33274,3.86,44250.0,2.191960369,13107.37791
Hungary,Hongrie,2017,9953996.0,107.0,93028.0,13.25,16.1,3.48,1.3311237014762713,1.6174408750013565,0.3496083381990509,14.54,40.359432,45.100568,3.87,46439.99863,4.268557419,14623.69665
Hungary,Hongrie,2018,9953996.0,107.0,93028.0,12.43,15.73,3.77,1.2487447252339663,1.5802698735261698,0.37874236638230513,13.58,38.92891,47.49109,3.66,46400.00153,5.359496489,16427.37276
Hungary,Hongrie,2019,9953996.0,107.0,93028.0,13.2,16.29,4.7,1.326100593168814,1.6365286865696953,0.47217218090101704,13.64,38.607777,47.752223,3.51,46380.00107,4.554063072,16735.65978
Ireland,Irlande,2000,6162733.0,73.0,84421.0,22.49,0.0,1.18,3.6493549209417315,0.0,0.19147349073860576,2.04,95.014787,2.9452130000000016,3.12,42530.0,9.399418006,26269.18162
Ireland,Irlande,2001,6162733.0,73.0,84421.0,23.61,0.0,1.03,3.8310924714732897,0.0,0.16713364022098637,1.97,95.819805,2.210194999999998,3.08,44820.0,5.304484392,28257.93859
